CODE_CLIENT;Raison;Statut marital;Titre;Titre CoEmp;Garantie;Assurance;Logement;Type logement;Profession;Enfants;Ancienneté bancaire;Salaire;Salaire CoEmp;Nb Pers;Revenu / tête;Loyer;Âge;Emprunts courants;Durée emprunt;Remboursement;Succès
1126;TV;Marié;Mme;M.;Oui;Non;Famille;Maison;Employé;2;15;8051;8253;4;4076;;48;982;4;Normal;N
1263;TV;Marié;Mme;M.;Oui;Non;Famille;Maison;Employé;2;14;9072;7334;4;4101;;44;1079;4;Normal;N
1526;TV;Marié;Mme;M.;Oui;Non;Famille;Maison;Employé;2;16;8419;8249;4;4167;;43;1086;4;Normal;N
246;Autre;Célibataire;Mlle;Aucun;Non;Non;Famille;Maison;Employé de bureau;0;3;7250;0;1;7250;;30;796;4;Normal;N
251;Autre;Célibataire;Mlle;Aucun;Non;Non;Famille;Maison;Employé de bureau;0;1;6413;0;1;6413;;23;814;4;Normal;N
266;Autre;Célibataire;Mlle;Aucun;Non;Non;Famille;Maison;Employé de bureau;0;3;7174;0;1;7174;;29;811;4;Normal;N
340;Autre;Célibataire;Mlle;Aucun;Non;Non;Famille;Maison;Employé de bureau;0;1;6619;0;1;6619;;24;868;4;Normal;N
604;Autre;Célibataire;Mlle;Aucun;Non;Non;Famille;Maison;Employé de bureau;0;3;8338;0;1;8338;;30;780;4;Normal;N
984;Autre;Célibataire;Mlle;Aucun;Non;Non;Famille;Maison;Employé de bureau;0;1;6755;0;1;6755;;25;804;3;Normal;N
1003;Autre;Célibataire;Mlle;Aucun;Non;Non;Famille;Maison;Employé de bureau;0;3;8039;0;1;8039;;31;706;4;Normal;N
1438;Autre;Célibataire;Mlle;Aucun;Non;Non;Famille;Maison;Employé de bureau;0;3;7584;0;1;7584;;28;744;4;Normal;N
1667;Autre;Célibataire;Mlle;Aucun;Non;Non;Famille;Maison;Employé de bureau;0;1;6688;0;1;6688;;26;930;4;Normal;N
1853;Autre;Célibataire;Mlle;Aucun;Non;Non;Famille;Maison;Employé de bureau;0;1;6772;0;1;6772;;22;913;4;Normal;N
425;Autre;Célibataire;M.;Aucun;Non;Non;Famille;Maison;Inactif;0;18;3159;0;1;3159;;32;0;3;Rapide;N
519;Autre;Célibataire;M.;Aucun;Non;Non;Famille;Maison;Inactif;0;17;2813;0;1;2813;;33;0;3;Rapide;N
683;Autre;Célibataire;M.;Aucun;Non;Non;Famille;Maison;Inactif;0;18;2790;0;1;2790;;32;0;3;Rapide;N
870;Autre;Célibataire;M.;Aucun;Non;Non;Famille;Maison;Inactif;0;17;3023;0;1;3023;;30;0;3;Rapide;N
1505;Autre;Célibataire;M.;Aucun;Non;Non;Famille;Maison;Inactif;0;17;2990;0;1;2990;;33;0;3;Rapide;N
91;TV;Marié;Mme;M.;Oui;Oui;Famille;Maison;Ouvrier;0;18;2366;2115;2;2240;;31;0;4;Normal;N
315;TV;Célibataire;Mlle;Aucun;Non;Non;Famille;Maison;Ouvrier;0;14;6571;0;1;6571;;35;0;4;Normal;N
852;TV;Célibataire;Mlle;Aucun;Non;Non;Famille;Maison;Ouvrier;0;15;6438;0;1;6438;;36;0;4;Normal;N
886;TV;Marié;Mme;M.;Oui;Oui;Famille;Maison;Ouvrier;1;18;2375;2055;3;1476;;35;0;2;Lent;N
961;TV;Célibataire;Mlle;Aucun;Non;Non;Famille;Maison;Ouvrier;0;13;6715;0;1;6715;;33;0;4;Normal;N
980;TV;Célibataire;Mlle;Aucun;Non;Non;Famille;Maison;Ouvrier;0;13;7185;0;1;7185;;37;0;3;Normal;N
1012;TV;Marié;Mme;M.;Oui;Oui;Famille;Maison;Ouvrier;0;17;2304;2203;2;2253;;34;0;4;Normal;N
1310;TV;Célibataire;Mlle;Aucun;Non;Non;Famille;Maison;Ouvrier;1;13;6065;0;2;3032;;35;0;2;Lent;N
1499;TV;Marié;Mme;M.;Oui;Oui;Famille;Maison;Ouvrier;0;19;2079;2177;2;2128;;36;0;4;Normal;N
1726;TV;Marié;Mme;M.;Oui;Oui;Famille;Maison;Ouvrier;0;18;2362;2144;2;2253;;37;0;4;Normal;N
281;Autre;Célibataire;M.;Aucun;Non;Oui;Famille;Maison;Ouvrier qualifié;0;3;11017;0;1;11017;;29;1900;1;Rapide;N
507;Autre;Célibataire;M.;Aucun;Non;Oui;Famille;Maison;Ouvrier qualifié;0;3;10560;0;1;10560;;31;1736;3;Rapide;N
609;Autre;Célibataire;M.;Aucun;Non;Oui;Famille;Maison;Ouvrier qualifié;0;3;10351;0;1;10351;;32;1769;3;Rapide;N
732;Autre;Marié;M.;Mme;Oui;Oui;Famille;Maison;Ouvrier qualifié;0;2;9486;7544;2;8515;;46;1809;4;Normal;N
891;Autre;Marié;M.;Mme;Oui;Oui;Famille;Maison;Ouvrier qualifié;1;2;8716;7458;3;5391;;53;1698;2;Lent;N
1196;Autre;Célibataire;M.;Aucun;Non;Oui;Famille;Maison;Ouvrier qualifié;0;3;9771;0;1;9771;;32;1774;3;Rapide;N
1369;Autre;Marié;M.;Mme;Oui;Oui;Famille;Maison;Ouvrier qualifié;0;2;8726;7569;2;8147;;46;1903;4;Normal;N
1660;Autre;Célibataire;M.;Aucun;Non;Oui;Famille;Maison;Ouvrier qualifié;0;3;9738;0;1;9738;;32;1633;3;Rapide;N
1730;Autre;Marié;M.;Mme;Oui;Oui;Famille;Maison;Ouvrier qualifié;0;2;8856;7622;2;8239;;50;1736;4;Normal;N
1742;Autre;Marié;M.;Mme;Oui;Oui;Famille;Maison;Ouvrier qualifié;0;2;9377;7624;2;8500;;54;1597;4;Normal;N
586;TV;Célibataire;M.;Aucun;Non;Oui;Famille;Maison;Représentant;0;3;10217;0;1;10217;;22;2547;3;Rapide;N
639;TV;Célibataire;M.;Aucun;Non;Oui;Famille;Maison;Représentant;0;3;10262;0;1;10262;;24;2790;3;Rapide;N
1142;TV;Célibataire;M.;Aucun;Non;Oui;Famille;Maison;Représentant;0;3;9460;0;1;9460;;23;2735;3;Rapide;N
1253;TV;Célibataire;M.;Aucun;Non;Oui;Famille;Maison;Représentant;0;3;11075;0;1;11075;;23;2530;3;Rapide;N
1757;TV;Célibataire;M.;Aucun;Non;Oui;Famille;Maison;Représentant;0;3;11232;0;1;11232;;26;2930;3;Rapide;N
221;Autre;Célibataire;Mlle;Aucun;Non;Oui;Famille;Maison;Représentant;0;6;15154;0;1;15154;1182;33;0;3;Rapide;O
259;TV;Marié;M.;Mme;Oui;Oui;Famille;Maison;Représentant;3;12;7200;0;5;1440;;27;478;3;Rapide;O
429;Autre;Célibataire;Mlle;Aucun;Non;Oui;Famille;Maison;Représentant;0;6;16418;0;1;16418;1298;35;0;3;Rapide;O
467;TV;Marié;M.;Mme;Oui;Oui;Famille;Maison;Représentant;3;11;7356;7883;5;3047;;31;514;3;Rapide;O
479;TV;Marié;M.;Mme;Oui;Oui;Famille;Maison;Représentant;3;11;8104;7560;5;3132;;30;479;3;Rapide;O
600;TV;Marié;M.;Mme;Oui;Oui;Famille;Maison;Représentant;2;11;8276;0;4;2069;;28;510;3;Rapide;O
663;Autre;Célibataire;Mlle;Aucun;Non;Oui;Famille;Maison;Représentant;1;7;17491;0;2;8745;113;39;0;2;Lent;O
1104;TV;Marié;M.;Mme;Oui;Oui;Famille;Maison;Représentant;3;11;7434;0;5;1486;;30;549;3;Rapide;O
1182;Autre;Célibataire;Mlle;Aucun;Non;Oui;Famille;Maison;Représentant;0;6;16320;0;1;16320;1236;36;0;3;Rapide;O
1203;TV;Marié;M.;Mme;Oui;Oui;Famille;Maison;Représentant;3;10;7540;7045;5;2917;;28;509;3;Rapide;O
1329;TV;Marié;M.;Mme;Oui;Oui;Famille;Maison;Représentant;3;10;6986;0;5;1397;;28;489;3;Rapide;O
1390;Autre;Célibataire;Mlle;Aucun;Non;Oui;Famille;Maison;Représentant;0;6;16833;0;1;16833;1223;36;0;3;Rapide;O
1614;TV;Marié;M.;Mme;Oui;Oui;Famille;Maison;Représentant;3;11;7680;7252;5;2986;;29;505;3;Rapide;O
1633;TV;Marié;M.;Mme;Oui;Oui;Famille;Maison;Représentant;3;11;7254;7203;5;2891;;30;476;3;Rapide;O
1836;TV;Marié;M.;Mme;Oui;Oui;Famille;Maison;Représentant;3;11;7680;0;5;1536;;29;505;3;Rapide;O
1836;TV;Marié;M.;Mme;Oui;Oui;Famille;Maison;Représentant;3;11;7680;0;5;1536;;29;505;3;Rapide;O
54;Autre;Divorcé;M.;Aucun;Non;Oui;Locataire;Appartement;Cadre;1;9;23597;0;2;11798;2236;47;713;2;Lent;N
111;Autre;Marié;M.;Aucun;Non;Non;Locataire;Appartement;Cadre;0;25;14112;0;1;14112;376;49;2170;3;Rapide;N
132;Autre;Marié;M.;Aucun;Non;Non;Locataire;Appartement;Cadre;0;27;13899;0;1;13899;3633;45;2359;3;Rapide;N
205;Autre;Divorcé;M.;Aucun;Non;Oui;Locataire;Appartement;Cadre;0;10;22286;0;1;22286;232;49;744;4;Normal;N
256;Autre;Divorcé;M.;Aucun;Non;Oui;Locataire;Appartement;Cadre;0;10;20707;0;1;20707;255;46;769;3;Normal;N
503;Autre;Marié;M.;Aucun;Non;Non;Locataire;Appartement;Cadre;0;25;13620;0;1;13620;3564;47;1986;1;Rapide;N
710;Autre;Divorcé;M.;Aucun;Non;Oui;Locataire;Appartement;Cadre;1;11;20301;0;2;10150;2248;51;783;2;Lent;N
846;Autre;Divorcé;M.;Aucun;Non;Oui;Locataire;Appartement;Cadre;0;11;21769;0;1;21769;2165;48;702;3;Normal;N
1354;Autre;Marié;M.;Aucun;Non;Non;Locataire;Appartement;Cadre;0;27;14815;0;1;14815;3927;52;2209;1;Rapide;N
1665;Autre;Marié;M.;Aucun;Non;Non;Locataire;Appartement;Cadre;0;27;13771;0;1;13771;49;46;2201;3;Rapide;N
66;TV;Marié;Mme;M.;Oui;Oui;Locataire;Appartement;Chômeur;4;18;0;0;6;0;;37;0;4;Normal;N
1110;TV;Marié;Mme;M.;Oui;Oui;Locataire;Appartement;Chômeur;4;21;0;0;6;0;;41;0;4;Normal;N
1293;TV;Marié;Mme;M.;Oui;Oui;Locataire;Appartement;Chômeur;4;19;0;0;6;0;;36;0;3;Normal;N
1480;TV;Marié;Mme;M.;Oui;Oui;Locataire;Appartement;Chômeur;4;21;0;0;6;0;;40;0;4;Normal;N
1761;TV;Marié;Mme;M.;Oui;Oui;Locataire;Appartement;Chômeur;4;20;0;0;6;0;;38;0;4;Normal;N
4;TV;Marié;Mme;M.;Oui;Oui;Locataire;Appartement;Employé;2;3;6146;7925;4;3517;2241;32;0;4;Normal;N
382;TV;Marié;Mme;M.;Oui;Oui;Locataire;Appartement;Employé;2;3;6264;8895;4;3789;2479;30;0;4;Normal;N
599;TV;Marié;Mme;M.;Oui;Oui;Locataire;Appartement;Employé;3;3;5952;8521;5;2894;2162;32;0;2;Lent;N
978;TV;Marié;Mme;M.;Oui;Oui;Locataire;Appartement;Employé;2;3;5856;8467;4;3580;24;32;0;4;Normal;N
1058;TV;Marié;Mme;M.;Oui;Oui;Locataire;Appartement;Employé;2;3;5354;8426;4;3445;2475;32;0;4;Normal;N
174;Courrier;Divorcé;Mme;Aucun;Non;Non;Locataire;Appartement;Employé;0;26;7285;0;1;7285;1612;52;525;4;Normal;O
389;Courrier;Divorcé;Mme;Aucun;Non;Non;Locataire;Appartement;Employé;0;28;8083;0;1;8083;16;52;530;4;Normal;O
455;Courrier;Veuf;Mme;Aucun;Non;Non;Locataire;Appartement;Employé;0;27;7328;0;1;7328;;65;0;4;Normal;O
743;Courrier;Veuf;Mme;Aucun;Non;Non;Locataire;Appartement;Employé;1;31;6333;0;2;3166;;64;0;2;Lent;O
998;Courrier;Divorcé;Mme;Aucun;Non;Non;Locataire;Appartement;Employé;0;28;8448;0;1;8448;1584;48;529;4;Normal;O
1049;Courrier;Veuf;Mme;Aucun;Non;Non;Locataire;Appartement;Employé;0;30;6681;0;1;6681;;65;0;4;Normal;O
1212;Courrier;Divorcé;Mme;Aucun;Non;Non;Locataire;Appartement;Employé;0;29;7549;0;1;7549;1544;50;535;4;Normal;O
1342;Courrier;Veuf;Mme;Aucun;Non;Non;Locataire;Appartement;Employé;0;28;6684;0;1;6684;;67;0;4;Normal;O
1553;Courrier;Veuf;Mme;Aucun;Non;Non;Locataire;Appartement;Employé;0;32;7080;0;1;7080;;62;0;4;Normal;O
1654;Courrier;Divorcé;Mme;Aucun;Non;Non;Locataire;Appartement;Employé;0;26;8488;0;1;8488;1725;47;525;4;Normal;O
426;Autre;Marié;Mme;M.;Oui;Non;Locataire;Appartement;Employé de bureau;0;20;4137;2457;2;3297;2552;44;1035;4;Normal;N
726;TV;Marié;M.;Mme;Oui;Oui;Locataire;Appartement;Employé de bureau;2;16;7892;3716;4;2902;1959;35;656;4;Normal;N
811;Autre;Marié;Mme;M.;Oui;Oui;Locataire;Appartement;Employé de bureau;1;21;6729;4886;3;3871;2132;39;0;2;Lent;N
834;Autre;Marié;Mme;M.;Oui;Oui;Locataire;Appartement;Employé de bureau;1;20;6087;5365;3;3817;26;36;0;2;Lent;N
848;TV;Marié;M.;Mme;Oui;Oui;Locataire;Appartement;Employé de bureau;2;17;7968;4123;4;3022;198;36;620;4;Normal;N
942;TV;Marié;M.;Mme;Oui;Oui;Locataire;Appartement;Employé de bureau;2;18;7614;4503;4;3029;1838;37;660;4;Normal;N
969;Autre;Marié;Mme;M.;Oui;Non;Locataire;Appartement;Employé de bureau;0;20;4271;2664;2;3467;2445;43;1055;3;Normal;N
1033;TV;Marié;M.;Mme;Oui;Oui;Locataire;Appartement;Employé de bureau;2;16;7684;4267;4;2987;1939;34;558;4;Normal;N
1043;Autre;Marié;Mme;M.;Oui;Oui;Locataire;Appartement;Employé de bureau;1;21;7277;4520;3;3932;2311;38;0;2;Lent;N
1206;Autre;Marié;Mme;M.;Oui;Non;Locataire;Appartement;Employé de bureau;0;18;4078;2283;2;3180;2771;41;1058;4;Normal;N
1335;Autre;Marié;Mme;M.;Oui;Oui;Locataire;Appartement;Employé de bureau;0;21;6883;5074;2;5978;2272;43;0;4;Normal;N
1419;TV;Marié;M.;Mme;Oui;Oui;Locataire;Appartement;Employé de bureau;2;17;7787;4463;4;3062;285;35;615;4;Normal;N
1463;Autre;Marié;Mme;M.;Oui;Oui;Locataire;Appartement;Employé de bureau;0;20;7371;4658;2;6014;1988;36;0;4;Normal;N
1473;Autre;Marié;Mme;M.;Oui;Non;Locataire;Appartement;Employé de bureau;0;19;3922;2498;2;3210;2549;42;942;4;Normal;N
1743;Autre;Marié;Mme;M.;Oui;Non;Locataire;Appartement;Employé de bureau;0;20;3813;2376;2;3094;2751;46;1012;4;Normal;N
