CODE_CLIENT;Raison;Statut marital;Titre;Titre CoEmp;Garantie;Assurance;Logement;Type logement;Profession;Enfants;Ancienneté bancaire;Salaire;Salaire CoEmp;Nb Pers;Revenu / tête;Loyer;Âge;Emprunts courants;Durée emprunt;Remboursement;Succès
598;2;2;0;0;0;1;0;0;6;0;6;6720;0;1;6720;;40;1240;4;1;0
799;2;2;0;0;0;1;0;0;6;0;6;6976;0;1;6976;;36;1283;3;1;0
849;0;2;0;0;0;1;0;0;6;0;12;8153;0;1;8153;;30;368;3;1;0
911;2;3;2;1;1;0;0;0;6;3;5;6330;8605;5;2987;853;33;893;4;1;0
1097;2;3;2;1;1;0;0;0;6;3;5;6018;9647;5;3133;958;37;921;4;1;0
1179;2;2;0;0;0;1;0;0;6;0;6;6907;0;1;6907;;44;1266;4;1;0
1245;2;2;0;0;0;1;0;0;6;1;6;7218;0;2;3609;;37;1309;2;0;0
1441;0;3;0;3;1;0;0;0;6;0;16;5652;5349;2;5500;;30;0;4;1;0
1544;2;3;2;1;1;0;0;0;6;3;5;6508;8793;5;3060;88;37;868;3;1;0
1666;0;3;0;3;1;0;0;0;6;0;16;5851;4623;2;5237;;32;0;4;1;0
1711;1;1;1;0;0;1;0;0;6;0;0;10478;0;1;10478;;23;0;3;2;0
1811;2;3;2;1;1;0;0;0;6;3;5;6208;9501;5;3141;97;34;867;4;1;0
1824;0;2;0;0;0;1;0;0;6;1;12;7595;0;2;3797;;33;402;2;0;0
317;0;3;2;1;1;1;0;0;7;0;24;9541;15067;2;12304;;53;2023;4;1;0
627;0;3;2;1;1;1;0;0;7;0;23;9558;14840;2;12199;;47;2233;3;1;0
1103;0;3;2;1;1;1;0;0;7;0;22;8643;14203;2;11423;;54;2139;4;1;0
1121;0;3;2;1;1;1;0;0;7;0;25;8672;14481;2;11576;;52;1977;4;1;0
1721;0;3;2;1;1;1;0;0;7;0;23;9600;14750;2;12175;;50;2061;4;1;0
69;2;1;1;0;0;1;0;0;8;0;2;9600;0;1;9600;;27;496;4;1;0
210;2;3;0;1;1;1;0;0;8;1;0;8093;8390;3;5494;;52;2313;4;1;0
237;2;3;0;1;1;1;0;0;8;1;0;7820;7869;3;5229;;52;2666;4;1;0
289;2;1;1;0;0;1;0;0;8;0;2;9334;0;1;9334;;27;487;4;1;0
336;2;1;1;0;0;1;0;0;8;0;2;9725;0;1;9725;;25;530;4;1;0
549;2;3;0;1;1;1;0;0;8;1;0;9126;7574;3;5566;;53;2259;4;1;0
791;2;1;1;0;0;1;0;0;8;0;2;10091;0;1;10091;;27;461;4;1;0
1111;2;1;1;0;0;1;0;0;8;0;2;9467;0;1;9467;;28;498;4;1;0
1198;2;3;0;1;1;1;0;0;8;1;0;8323;7519;3;5280;;52;2524;4;1;0
1244;2;3;0;1;1;1;0;0;8;1;0;8640;7992;3;5544;;49;2480;4;1;0
103;1;3;2;1;1;1;0;0;9;0;20;4469;3733;2;4101;;61;476;4;1;0
141;2;3;2;1;1;0;0;0;9;0;41;5102;6768;2;5935;829;64;1679;4;1;0
265;0;1;2;0;0;0;0;0;9;1;22;7322;0;2;3661;;48;395;3;2;0
278;2;3;2;1;1;0;0;0;9;0;43;5330;6012;2;5671;821;67;1751;4;1;0
640;1;3;2;1;1;1;0;0;9;0;21;4627;3734;2;4180;;65;527;4;1;0
641;0;1;2;0;0;0;0;0;9;1;24;7566;0;2;3783;;46;337;3;2;0
866;0;1;2;0;0;0;0;0;9;1;24;7763;0;2;3881;;48;397;3;2;0
920;0;1;2;0;0;0;0;0;9;1;22;6722;0;2;3361;;45;369;3;2;0
1077;2;3;2;1;1;0;0;0;9;0;40;5472;6633;2;6052;88;66;1798;4;1;0
1193;1;3;2;1;1;1;0;0;9;0;20;4605;3791;2;4198;;65;542;4;1;0
1213;2;3;2;1;1;0;0;0;9;0;40;5414;6952;2;6183;84;60;1628;4;1;0
1396;1;3;2;1;1;1;0;0;9;0;22;4435;3826;2;4130;;63;556;4;1;0
1600;0;1;2;0;0;0;0;0;9;1;24;7248;0;2;3624;;44;372;3;2;0
1722;2;3;2;1;1;0;0;0;9;0;43;5741;7267;2;6504;876;72;1660;4;1;0
1782;1;3;2;1;1;1;0;0;9;0;20;4957;3704;2;4330;;68;509;4;1;0
118;2;3;2;1;1;0;0;1;1;1;13;0;0;3;0;;47;0;4;1;0
347;2;3;2;1;1;0;0;1;1;1;13;0;0;3;0;;47;0;4;1;0
1093;2;3;2;1;1;0;0;1;1;1;13;0;0;3;0;;51;0;4;1;0
1377;2;3;2;1;1;0;0;1;1;0;12;0;0;2;0;;48;0;4;1;0
1709;2;3;2;1;1;0;0;1;1;1;12;0;0;3;0;;46;0;4;1;0
1;2;1;2;1;1;0;0;1;1;2;10;0;0;4;0;;40;915;4;1;1
321;2;1;2;1;1;0;0;1;1;3;10;0;0;5;0;;38;939;4;1;1
912;2;1;2;1;1;0;0;1;1;3;9;0;0;5;0;;39;1029;4;1;1
1155;2;1;2;1;1;0;0;1;1;3;9;0;0;5;0;;40;1025;4;1;1
1373;2;1;2;1;1;0;0;1;1;3;10;0;0;5;0;;42;948;4;1;1
107;2;3;2;1;1;0;0;1;2;2;15;7899;8086;4;3996;;47;1019;4;1;0
665;2;3;2;1;1;0;0;1;2;2;15;8376;7934;4;4077;;44;1013;4;1;0
1126;2;3;2;1;1;0;0;1;2;2;15;8051;8253;4;4076;;48;982;4;1;0
1263;2;3;2;1;1;0;0;1;2;2;14;9072;7334;4;4101;;44;1079;4;1;0
1526;2;3;2;1;1;0;0;1;2;2;16;8419;8249;4;4167;;43;1086;4;1;0
246;0;1;1;0;0;0;0;1;3;0;3;7250;0;1;7250;;30;796;4;1;0
251;0;1;1;0;0;0;0;1;3;0;1;6413;0;1;6413;;23;814;4;1;0
266;0;1;1;0;0;0;0;1;3;0;3;7174;0;1;7174;;29;811;4;1;0
340;0;1;1;0;0;0;0;1;3;0;1;6619;0;1;6619;;24;868;4;1;0
604;0;1;1;0;0;0;0;1;3;0;3;8338;0;1;8338;;30;780;4;1;0
984;0;1;1;0;0;0;0;1;3;0;1;6755;0;1;6755;;25;804;3;1;0
1003;0;1;1;0;0;0;0;1;3;0;3;8039;0;1;8039;;31;706;4;1;0
1438;0;1;1;0;0;0;0;1;3;0;3;7584;0;1;7584;;28;744;4;1;0
1667;0;1;1;0;0;0;0;1;3;0;1;6688;0;1;6688;;26;930;4;1;0
1853;0;1;1;0;0;0;0;1;3;0;1;6772;0;1;6772;;22;913;4;1;0
425;0;1;0;0;0;0;0;1;5;0;18;3159;0;1;3159;;32;0;3;2;0
519;0;1;0;0;0;0;0;1;5;0;17;2813;0;1;2813;;33;0;3;2;0
683;0;1;0;0;0;0;0;1;5;0;18;2790;0;1;2790;;32;0;3;2;0
870;0;1;0;0;0;0;0;1;5;0;17;3023;0;1;3023;;30;0;3;2;0
1505;0;1;0;0;0;0;0;1;5;0;17;2990;0;1;2990;;33;0;3;2;0
91;2;3;2;1;1;1;0;1;6;0;18;2366;2115;2;2240;;31;0;4;1;0
315;2;1;1;0;0;0;0;1;6;0;14;6571;0;1;6571;;35;0;4;1;0
852;2;1;1;0;0;0;0;1;6;0;15;6438;0;1;6438;;36;0;4;1;0
886;2;3;2;1;1;1;0;1;6;1;18;2375;2055;3;1476;;35;0;2;0;0
961;2;1;1;0;0;0;0;1;6;0;13;6715;0;1;6715;;33;0;4;1;0
980;2;1;1;0;0;0;0;1;6;0;13;7185;0;1;7185;;37;0;3;1;0
1012;2;3;2;1;1;1;0;1;6;0;17;2304;2203;2;2253;;34;0;4;1;0
1310;2;1;1;0;0;0;0;1;6;1;13;6065;0;2;3032;;35;0;2;0;0
1499;2;3;2;1;1;1;0;1;6;0;19;2079;2177;2;2128;;36;0;4;1;0
1726;2;3;2;1;1;1;0;1;6;0;18;2362;2144;2;2253;;37;0;4;1;0
281;0;1;0;0;0;1;0;1;7;0;3;11017;0;1;11017;;29;1900;1;2;0
507;0;1;0;0;0;1;0;1;7;0;3;10560;0;1;10560;;31;1736;3;2;0
609;0;1;0;0;0;1;0;1;7;0;3;10351;0;1;10351;;32;1769;3;2;0
732;0;3;0;3;1;1;0;1;7;0;2;9486;7544;2;8515;;46;1809;4;1;0
891;0;3;0;3;1;1;0;1;7;1;2;8716;7458;3;5391;;53;1698;2;0;0
1196;0;1;0;0;0;1;0;1;7;0;3;9771;0;1;9771;;32;1774;3;2;0
1369;0;3;0;3;1;1;0;1;7;0;2;8726;7569;2;8147;;46;1903;4;1;0
1660;0;1;0;0;0;1;0;1;7;0;3;9738;0;1;9738;;32;1633;3;2;0
1730;0;3;0;3;1;1;0;1;7;0;2;8856;7622;2;8239;;50;1736;4;1;0
1742;0;3;0;3;1;1;0;1;7;0;2;9377;7624;2;8500;;54;1597;4;1;0
586;2;1;0;0;0;1;0;1;8;0;3;10217;0;1;10217;;22;2547;3;2;0
639;2;1;0;0;0;1;0;1;8;0;3;10262;0;1;10262;;24;2790;3;2;0
1142;2;1;0;0;0;1;0;1;8;0;3;9460;0;1;9460;;23;2735;3;2;0
1253;2;1;0;0;0;1;0;1;8;0;3;11075;0;1;11075;;23;2530;3;2;0
1757;2;1;0;0;0;1;0;1;8;0;3;11232;0;1;11232;;26;2930;3;2;0
221;0;1;1;0;0;1;0;1;8;0;6;15154;0;1;15154;1182;33;0;3;2;1
259;2;3;0;3;1;1;0;1;8;3;12;7200;0;5;1440;;27;478;3;2;1
429;0;1;1;0;0;1;0;1;8;0;6;16418;0;1;16418;1298;35;0;3;2;1
467;2;3;0;3;1;1;0;1;8;3;11;7356;7883;5;3047;;31;514;3;2;1
479;2;3;0;3;1;1;0;1;8;3;11;8104;7560;5;3132;;30;479;3;2;1
600;2;3;0;3;1;1;0;1;8;2;11;8276;0;4;2069;;28;510;3;2;1
663;0;1;1;0;0;1;0;1;8;1;7;17491;0;2;8745;113;39;0;2;0;1
1104;2;3;0;3;1;1;0;1;8;3;11;7434;0;5;1486;;30;549;3;2;1
1182;0;1;1;0;0;1;0;1;8;0;6;16320;0;1;16320;1236;36;0;3;2;1
1203;2;3;0;3;1;1;0;1;8;3;10;7540;7045;5;2917;;28;509;3;2;1
1329;2;3;0;3;1;1;0;1;8;3;10;6986;0;5;1397;;28;489;3;2;1
1390;0;1;1;0;0;1;0;1;8;0;6;16833;0;1;16833;1223;36;0;3;2;1
1614;2;3;0;3;1;1;0;1;8;3;11;7680;7252;5;2986;;29;505;3;2;1
1633;2;3;0;3;1;1;0;1;8;3;11;7254;7203;5;2891;;30;476;3;2;1
1836;2;3;0;3;1;1;0;1;8;3;11;7680;0;5;1536;;29;505;3;2;1
1836;2;3;0;3;1;1;0;1;8;3;11;7680;0;5;1536;;29;505;3;2;1
54;0;2;0;0;0;1;1;0;0;1;9;23597;0;2;11798;2236;47;713;2;0;0
111;0;3;0;0;0;0;1;0;0;0;25;14112;0;1;14112;376;49;2170;3;2;0
132;0;3;0;0;0;0;1;0;0;0;27;13899;0;1;13899;3633;45;2359;3;2;0
205;0;2;0;0;0;1;1;0;0;0;10;22286;0;1;22286;232;49;744;4;1;0
256;0;2;0;0;0;1;1;0;0;0;10;20707;0;1;20707;255;46;769;3;1;0
503;0;3;0;0;0;0;1;0;0;0;25;13620;0;1;13620;3564;47;1986;1;2;0
710;0;2;0;0;0;1;1;0;0;1;11;20301;0;2;10150;2248;51;783;2;0;0
846;0;2;0;0;0;1;1;0;0;0;11;21769;0;1;21769;2165;48;702;3;1;0
1354;0;3;0;0;0;0;1;0;0;0;27;14815;0;1;14815;3927;52;2209;1;2;0
1665;0;3;0;0;0;0;1;0;0;0;27;13771;0;1;13771;49;46;2201;3;2;0
66;2;3;2;1;1;1;1;0;1;4;18;0;0;6;0;;37;0;4;1;0
1110;2;3;2;1;1;1;1;0;1;4;21;0;0;6;0;;41;0;4;1;0
1293;2;3;2;1;1;1;1;0;1;4;19;0;0;6;0;;36;0;3;1;0
1480;2;3;2;1;1;1;1;0;1;4;21;0;0;6;0;;40;0;4;1;0
1761;2;3;2;1;1;1;1;0;1;4;20;0;0;6;0;;38;0;4;1;0
4;2;3;2;1;1;1;1;0;2;2;3;6146;7925;4;3517;2241;32;0;4;1;0
382;2;3;2;1;1;1;1;0;2;2;3;6264;8895;4;3789;2479;30;0;4;1;0
599;2;3;2;1;1;1;1;0;2;3;3;5952;8521;5;2894;2162;32;0;2;0;0
978;2;3;2;1;1;1;1;0;2;2;3;5856;8467;4;3580;24;32;0;4;1;0
1058;2;3;2;1;1;1;1;0;2;2;3;5354;8426;4;3445;2475;32;0;4;1;0
174;1;2;2;0;0;0;1;0;2;0;26;7285;0;1;7285;1612;52;525;4;1;1
389;1;2;2;0;0;0;1;0;2;0;28;8083;0;1;8083;16;52;530;4;1;1
455;1;5;2;0;0;0;1;0;2;0;27;7328;0;1;7328;;65;0;4;1;1
743;1;5;2;0;0;0;1;0;2;1;31;6333;0;2;3166;;64;0;2;0;1
998;1;2;2;0;0;0;1;0;2;0;28;8448;0;1;8448;1584;48;529;4;1;1
1049;1;5;2;0;0;0;1;0;2;0;30;6681;0;1;6681;;65;0;4;1;1
1212;1;2;2;0;0;0;1;0;2;0;29;7549;0;1;7549;1544;50;535;4;1;1
1342;1;5;2;0;0;0;1;0;2;0;28;6684;0;1;6684;;67;0;4;1;1
1553;1;5;2;0;0;0;1;0;2;0;32;7080;0;1;7080;;62;0;4;1;1
1654;1;2;2;0;0;0;1;0;2;0;26;8488;0;1;8488;1725;47;525;4;1;1
426;0;3;2;1;1;0;1;0;3;0;20;4137;2457;2;3297;2552;44;1035;4;1;0
726;2;3;0;3;1;1;1;0;3;2;16;7892;3716;4;2902;1959;35;656;4;1;0
811;0;3;2;1;1;1;1;0;3;1;21;6729;4886;3;3871;2132;39;0;2;0;0
834;0;3;2;1;1;1;1;0;3;1;20;6087;5365;3;3817;26;36;0;2;0;0
848;2;3;0;3;1;1;1;0;3;2;17;7968;4123;4;3022;198;36;620;4;1;0
942;2;3;0;3;1;1;1;0;3;2;18;7614;4503;4;3029;1838;37;660;4;1;0
969;0;3;2;1;1;0;1;0;3;0;20;4271;2664;2;3467;2445;43;1055;3;1;0
1033;2;3;0;3;1;1;1;0;3;2;16;7684;4267;4;2987;1939;34;558;4;1;0
1043;0;3;2;1;1;1;1;0;3;1;21;7277;4520;3;3932;2311;38;0;2;0;0
1206;0;3;2;1;1;0;1;0;3;0;18;4078;2283;2;3180;2771;41;1058;4;1;0
1335;0;3;2;1;1;1;1;0;3;0;21;6883;5074;2;5978;2272;43;0;4;1;0
1419;2;3;0;3;1;1;1;0;3;2;17;7787;4463;4;3062;285;35;615;4;1;0
1463;0;3;2;1;1;1;1;0;3;0;20;7371;4658;2;6014;1988;36;0;4;1;0
1473;0;3;2;1;1;0;1;0;3;0;19;3922;2498;2;3210;2549;42;942;4;1;0
1743;0;3;2;1;1;0;1;0;3;0;20;3813;2376;2;3094;2751;46;1012;4;1;0
11;2;3;2;1;1;1;1;0;4;2;15;29942;37804;4;16936;192;35;0;3;2;0
395;2;3;2;1;1;1;1;0;4;2;15;29103;40718;4;17455;1731;34;0;1;2;0
491;2;3;2;1;1;1;1;0;4;3;14;27407;37407;5;12962;1993;36;0;2;0;0
620;0;2;0;0;0;1;1;0;4;1;15;24491;0;2;12245;;41;659;2;0;0
636;0;2;0;0;0;1;1;0;4;0;14;25920;0;1;25920;12;41;620;3;2;0
1167;2;3;2;1;1;1;1;0;4;2;15;29517;36297;4;16453;1847;37;0;1;2;0
1517;0;2;0;0;0;1;1;0;4;0;14;25753;0;1;25753;131;42;561;3;2;0
1567;0;2;0;0;0;1;1;0;4;0;13;24863;0;1;24863;143;44;669;3;2;0
1701;2;3;2;1;1;1;1;0;4;2;15;32522;37706;4;17557;1928;36;0;1;2;0
1848;0;2;0;0;0;1;1;0;4;0;13;26413;0;1;26413;173;42;628;1;2;0
187;2;3;0;3;1;0;1;0;5;0;7;9437;6604;2;8020;;20;537;3;2;0
309;2;3;0;3;1;0;1;0;5;0;7;8942;6498;2;7720;;20;457;3;2;0
899;2;3;0;3;1;0;1;0;5;0;7;9604;6489;2;8046;;22;496;3;2;0
1228;2;3;0;3;1;0;1;0;5;0;7;9726;7011;2;8368;;22;491;1;2;0
1411;2;3;0;3;1;0;1;0;5;0;7;9034;6193;2;7613;;21;535;1;2;0
240;0;3;0;3;1;1;1;0;6;0;15;6479;0;2;3239;1841;42;233;4;1;0
489;0;1;1;0;0;0;1;0;6;0;15;7149;0;1;7149;;37;0;1;2;0
546;0;3;0;3;1;1;1;0;6;0;14;6717;0;2;3358;1888;40;233;4;1;0
674;0;3;0;3;1;1;1;0;6;0;14;5811;0;2;2905;2239;43;224;4;1;0
737;0;3;0;3;1;1;1;0;6;0;15;6005;0;2;3002;1843;38;224;4;1;0
909;0;3;0;3;1;1;1;0;6;0;15;6326;0;2;3163;244;39;248;4;1;0
1484;0;1;1;0;0;0;1;0;6;0;15;6399;0;1;6399;;38;0;3;2;0
1581;0;1;1;0;0;0;1;0;6;1;15;6368;0;2;3184;;36;0;2;0;0
1612;0;1;1;0;0;0;1;0;6;0;14;6624;0;1;6624;;37;0;3;2;0
1657;0;1;1;0;0;0;1;0;6;0;13;6810;0;1;6810;;40;0;3;2;0
182;0;3;2;1;1;1;1;0;7;2;15;10560;7905;4;4616;2;39;744;4;1;0
245;0;3;2;1;1;1;1;0;7;2;15;9824;7399;4;4305;1875;41;762;4;1;0
293;0;3;2;1;1;1;1;0;7;2;15;10303;8667;4;4742;299;37;720;4;1;0
915;0;3;2;1;1;1;1;0;7;2;14;10018;7526;4;4386;1829;38;724;4;1;0
1075;0;3;2;1;1;1;1;0;7;2;14;10369;8114;4;4620;29;38;715;3;1;0
8;2;3;2;1;1;0;1;0;8;4;16;5405;4777;6;1697;2633;35;0;2;0;0
136;2;3;2;1;1;1;1;0;8;1;12;5528;9363;3;4963;1615;35;614;4;1;0
159;0;3;2;1;1;1;1;0;8;2;13;6052;4428;4;2620;272;46;0;4;1;0
300;0;3;2;1;1;1;1;0;8;3;12;5594;5014;5;2121;2777;40;0;4;1;0
304;2;3;2;1;1;1;1;0;8;1;12;6356;8169;3;4841;1737;31;507;4;1;0
390;0;3;2;1;1;1;1;0;8;3;13;6444;4297;5;2148;3188;41;0;4;1;0
471;2;3;2;1;1;1;1;0;8;1;13;5908;9052;3;4986;176;32;561;4;1;0
877;2;3;2;1;1;0;1;0;8;3;16;5779;4358;5;2027;24;39;0;4;1;0
916;2;3;2;1;1;0;1;0;8;3;15;5531;4094;5;1925;2568;39;0;4;1;0
1039;2;3;2;1;1;0;1;0;8;3;15;6148;4550;5;2139;223;39;0;4;1;0
1177;0;3;0;0;0;1;1;0;8;1;8;11948;0;2;5974;2896;43;922;4;1;0
1217;2;3;2;1;1;1;1;0;8;1;13;6145;8773;3;4972;175;32;561;4;1;0
1249;0;3;0;0;0;1;1;0;8;2;8;13193;0;3;4397;2599;49;862;2;0;0
1272;0;3;2;1;1;1;1;0;8;3;13;6192;4742;5;2186;292;44;0;3;1;0
1422;0;3;2;1;1;1;1;0;8;3;13;6187;5069;5;2251;2762;42;0;4;1;0
1595;0;3;0;0;0;1;1;0;8;2;6;13124;0;3;4374;2828;43;986;2;0;0
1602;0;3;0;0;0;1;1;0;8;1;7;12201;0;2;6100;28;45;957;4;1;0
1708;2;3;2;1;1;1;1;0;8;1;13;6470;9342;3;5270;1764;35;526;4;1;0
1745;0;3;0;0;0;1;1;0;8;1;7;11928;0;2;5964;2757;46;1005;4;1;0
1808;2;3;2;1;1;0;1;0;8;4;15;5680;4756;6;1739;2238;42;0;2;0;0
225;0;5;2;0;0;0;1;0;9;1;33;14488;0;2;7244;;60;2708;4;1;0
248;0;3;0;3;1;0;1;0;9;0;4;9413;10175;2;9794;2462;57;961;4;1;0
307;0;3;0;3;1;0;1;0;9;0;4;8378;8942;2;8660;2453;62;1005;4;1;0
468;0;3;0;3;1;0;1;0;9;0;4;8204;9826;2;9015;2418;56;1071;4;1;0
514;0;3;0;3;1;1;1;0;9;2;34;10284;11140;4;5356;3135;64;0;2;0;0
523;0;5;2;0;0;0;1;0;9;1;29;14426;0;2;7213;;58;2523;4;1;0
544;2;3;0;3;1;0;1;0;9;0;30;9859;11040;2;10449;;57;0;4;1;0
551;0;3;0;3;1;1;1;0;9;1;34;9827;12560;3;7462;2976;61;0;4;1;0
608;2;3;0;3;1;0;1;0;9;0;33;9803;10627;2;10215;;58;0;4;1;0
638;2;3;0;3;1;0;1;0;9;0;32;9626;10950;2;10288;;61;0;4;1;0
695;0;3;0;3;1;1;1;0;9;1;33;11320;11065;3;7461;3414;63;0;4;1;0
853;0;5;2;0;0;0;1;0;9;1;32;12636;0;2;6318;;59;2669;4;1;0
875;0;3;0;3;1;1;1;0;9;1;35;10420;11956;3;7458;32;66;0;4;1;0
1180;0;3;0;3;1;0;1;0;9;0;4;8993;9206;2;9099;232;57;1022;4;1;0
1239;2;3;0;3;1;0;1;0;9;0;30;9896;11408;2;10652;;53;0;4;1;0
1248;2;3;0;3;1;0;1;0;9;1;28;10242;10513;3;6918;;57;0;2;0;0
1334;0;5;2;0;0;0;1;0;9;1;30;13440;0;2;6720;;57;2480;4;1;0
1521;0;3;0;3;1;1;1;0;9;1;32;10466;11146;3;7204;3519;70;0;4;1;0
1627;0;3;0;3;1;0;1;0;9;0;4;8832;9480;2;9156;24;60;992;4;1;0
1754;0;5;2;0;0;0;1;0;9;1;29;12345;0;2;6172;;59;2376;4;1;0
12;0;4;2;0;0;1;1;0;9;0;39;11083;0;1;11083;1856;62;744;4;1;1
369;0;4;2;0;0;1;1;0;9;0;43;10105;0;1;10105;1871;67;685;4;1;1
996;0;4;2;0;0;1;1;0;9;1;42;11371;0;2;5685;21;62;685;2;0;1
1141;0;4;2;0;0;1;1;0;9;0;41;11234;0;1;11234;1744;61;702;4;1;1
1237;0;4;2;0;0;1;1;0;9;0;38;11015;0;1;11015;1993;62;722;4;1;1
23;1;2;2;0;0;1;1;1;0;1;4;9054;0;2;4527;1572;41;988;2;0;0
58;0;3;0;3;1;0;1;1;0;0;6;17784;17918;2;17851;;51;1550;4;1;0
150;0;3;2;1;1;0;1;1;0;0;22;10820;5790;2;8305;;42;1646;3;1;0
271;2;3;2;1;1;1;1;1;0;3;11;7156;5894;5;2610;224;35;620;4;1;0
333;2;3;2;1;1;1;1;1;0;4;10;7258;5685;6;2157;285;32;568;2;0;0
502;2;3;0;3;1;1;1;1;0;4;18;13518;0;6;2253;3459;49;1336;2;0;0
511;0;3;2;1;1;0;1;1;0;0;19;10734;5848;2;8291;;49;1635;4;1;0
671;1;2;2;0;0;1;1;1;0;1;4;9669;0;2;4834;1354;42;1048;2;0;0
680;1;2;2;0;0;1;1;1;0;2;4;9553;0;3;3184;1389;36;1031;3;2;0
697;1;2;2;0;0;1;1;1;0;1;4;10037;0;2;5018;1369;37;936;2;0;0
713;0;3;2;1;1;0;1;1;0;0;20;11131;6259;2;8695;;46;1537;4;1;0
967;2;3;0;3;1;1;1;1;0;2;16;13520;0;4;3380;316;50;1385;4;1;0
1083;2;3;2;1;1;1;1;1;0;3;12;7730;5527;5;2651;232;36;613;4;1;0
1088;1;2;2;0;0;1;1;1;0;1;4;9556;0;2;4778;144;39;992;2;0;0
1236;0;3;0;3;1;0;1;1;0;0;6;19386;17457;2;18421;;55;1534;4;1;0
1258;2;3;0;3;1;1;1;1;0;3;16;12228;0;5;2445;2932;48;1421;4;1;0
1270;0;3;0;3;1;0;1;1;0;0;5;17886;16606;2;17246;;51;1407;4;1;0
1288;0;3;0;3;1;0;1;1;0;0;5;29516;0;2;14758;;47;480;3;2;0
1330;0;3;0;3;1;0;1;1;0;0;5;31680;0;2;15840;;45;496;3;2;0
1453;2;3;0;3;1;1;1;1;0;3;17;12883;0;5;2576;32;52;1364;4;1;0
1465;0;3;0;3;1;0;1;1;0;0;6;16579;18728;2;17653;;55;1423;4;1;0
1469;0;3;0;3;1;0;1;1;0;1;6;17942;16624;3;11522;;47;1462;2;0;0
